Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud
437993,2000000000;4473873,3300000000;26/09/2023;10  LATINA;10-02 PUERTA DEL ÁNGEL;FRUELA, CALLE, DE;2;Moto 360;Línea;8;11,3;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7308384360;40,4131729410
438553,7300000000;4474014,6700000000;14/10/2022;10  LATINA;10-02 PUERTA DEL ÁNGEL;MARQUES DE MONISTROL, PASEO, DEL;1;Moto 360;Línea;5;8;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7242459260;40,4144871340
438509,2200000000;4473531,4700000000;18/09/2015;10  LATINA;10-02 PUERTA DEL ÁNGEL;PABLO CASALS, CALLE, DE;S/N;Moto;Línea;9;10;;-3,7247238870;40,4101312230
437178,4100000000;4472973,1000000000;18/04/2023;10  LATINA;10-02 PUERTA DEL ÁNGEL;PERALES, PASEO, DE LOS;43;Moto 360;Línea;10;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7403523420;40,4050017610
438156,0400000000;4473956,9600000000;18/10/2022;10  LATINA;10-02 PUERTA DEL ÁNGEL;PUERTA DEL ANGEL, PLAZA, DE LA;2;Moto 360;Línea;8;9;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7289273920;40,4139382410
438291,2200000000;4473962,0900000000;18/10/2022;10  LATINA;10-02 PUERTA DEL ÁNGEL;SANTA CRISTINA, PLAZA, DE;1;Moto 360;Línea;6;7;LABORABLES DE LUNES A VIERNES DE 8 A 20H.;-3,7273346270;40,4139938180
436018,2800000000;4473071,0900000000;27/01/2022;10  LATINA;10-03 LUCERO;VILLAMANIN, CALLE, DE;54;Moto 360;Línea;9;10;;-3,7540330850;40,4057962240
436220,9900000000;4471387,2700000000;08/06/2022;10  LATINA;10-04 ALUCHE;LOS YEBENES, CALLE, DE;148;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7514756310;40,3906431520
435381,9600000000;4471508,7400000000;28/07/2022;10  LATINA;10-04 ALUCHE;MAQUEDA, CALLE, DE;65;Moto 360;Línea;5;6;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7613729610;40,3916725280
435063,7100000000;4471576,8600000000;13/05/2022;10  LATINA;10-04 ALUCHE;TEMBLEQUE, CALLE, DE;120;Moto 360;Línea;5;7,3;;-3,7651295010;40,3922619870
433952,9900000000;4470131,2000000000;29/07/2022;10  LATINA;10-07 ÁGUILAS;OLIVA DE PLASENCIA, CALLE, DE;23;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7780658570;40,3791514520
439623,6600000000;4471914,3600000000;01/11/2013;11  CARABANCHEL;11-01 COMILLA;ANTONIO LOPEZ, CALLE, DE;42;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7114367100;40,3956454170
439856,5800000000;4471922,6200000000;23/05/2009;11  CARABANCHEL;11-01 COMILLA;MANZANARES, AVENIDA, DEL;162;Moto;Línea;8;9;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7086930440;40,3957362880
439972,5600000000;4471735,6300000000;28/02/2023;11  CARABANCHEL;11-01 COMILLA;SAN DAVID, CALLE, DE;3;Moto 360;Línea;24;25;;-3,7073090070;40,3940602720
438875,0300000000;4471286,0800000000;16/05/2019;11  CARABANCHEL;11-02 OPAÑEL;BELMONTE DE TAJO, CALLE, DE;76;Moto;Línea;4;5;;-3,7201971200;40,3899301060
438001,2400000000;4471103,3100000000;06/04/2022;11  CARABANCHEL;11-02 OPAÑEL;VALLE DE ORO, GLORIETA, DE;5;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7304738630;40,3882194830
438294,2700000000;4471549,6200000000;06/07/2023;11  CARABANCHEL;11-03 SAN ISIDRO;BLASA PEREZ, CALLE, DE;6;Moto 360;Línea;2;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7270648210;40,3922620440
438533,7400000000;4471655,6200000000;25/04/2022;11  CARABANCHEL;11-03 SAN ISIDRO;GENERAL RICARDOS, CALLE, DEL;90;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7242537180;40,3932340670
438327,6700000000;4471630,8800000000;18/10/2022;11  CARABANCHEL;11-03 SAN ISIDRO;URGEL, CALLE, DE;42;Moto 360;Línea;5;6,67;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7266792200;40,3929965760
438173,0800000000;4471929,7500000000;07/01/2022;11  CARABANCHEL;11-03 SAN ISIDRO;WITIZA, CALLE, DE;13;Moto 360;Línea;5;6;;-3,7285295880;40,3956772170
436931,2500000000;4470841,3800000000;09/03/2018;11  CARABANCHEL;11-04 VISTA ALEGRE;DOLORES ARMENGOT, CALLE, DE;29;Moto;Línea;7;8;LABORABLES DE LUNES A VIERNES DE 8 A 20 H..;-3,7430536670;40,3857800010
436934,6800000000;4468968,6100000000;29/07/2022;11  CARABANCHEL;11-06 BUENAVISTA;AGUACATE, CALLE, DEL;41;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7428278640;40,3689088570
437678,7900000000;4469965,3900000000;13/05/2022;11  CARABANCHEL;11-07 ABRANTES;CAMINO VIEJO DE LEGANES, CALLE, DEL;184;Moto 360;Línea;6;7;;-3,7341613620;40,3779448030
437555,2700000000;4469534,5200000000;23/12/2004;11  CARABANCHEL;11-07 ABRANTES;VIA LUSITANA, CALLE;134;Moto;Línea;4;5;;-3,7355742180;40,3740541330
440656,3300000000;4468607,3900000000;15/03/2022;12  USERA;12-02 ORCASUR;ALBUÑUELAS, CALLE, DE;32;Moto 360;Batería;5;3,51;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6989612980;40,3659283310
440828,7100000000;4468579,8300000000;25/09/2023;12  USERA;12-02 ORCASUR;ARIZONICAS, CALLE, DE LAS;3;Moto 360;Línea;4;5;SIN HORARIO;-3,6969285590;40,3656926160
440862,3800000000;4469792,2000000000;01/07/2010;12  USERA;12-02 ORCASUR;CORDOBA, AVENIDA, DE;S/N;Moto;Batería;12;15;EXCEPTO MOTOS;-3,6966443720;40,3766166300
440895,4600000000;4468588,0000000000;12/12/2022;12  USERA;12-02 ORCASUR;TUYA, CALLE, DE LA;9;Moto 360;Batería;4;5;SIN HORARIO;-3,6961432050;40,3657707100
441699,8200000000;4468882,0700000000;26/01/2021;12  USERA;12-03 SAN FERMÍN;OLIGISTO, CALLE, DEL;3;Moto;Batería;5;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6866968500;40,3684764460
441745,3800000000;4468878,4800000000;26/04/2017;12  USERA;12-03 SAN FERMÍN;PERALES, CAMINO, DE;146;Moto;Batería;8;16;RESERVADO  MOTOCICLETA EN DÍAS DE ESPECTACULO;-3,6861599320;40,3684473400
440426,5300000000;4470718,9100000000;23/03/2022;12  USERA;12-04 ALMENDRALES;MADRE CANDIDA MARIA DE JESUS, CALLE, DE LA;3;Moto 360;Batería;4;5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7018650480;40,3849340860
440385,3900000000;4470847,4000000000;05/02/2019;12  USERA;12-04 ALMENDRALES;MANUEL MUÑOZ, CALLE, DE;4;Moto;Batería;8;10;LABORABLES DE LUNES A  VIERNES DE 8:00 A 20:00 H;-3,7023617460;40,3860877360
440131,0800000000;4470584,5800000000;06/04/2022;12  USERA;12-04 ALMENDRALES;NICOLAS USERA, CALLE, DE;65;Moto 360;Batería;5;5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7053330470;40,3837023990
440496,0300000000;4470808,3800000000;22/06/2022;12  USERA;12-04 ALMENDRALES;SAN ANTONIO DE PADUA, CALLE, DE;33;Moto 360;Línea;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7010546570;40,3857441910
440114,2800000000;4470969,5300000000;25/09/2023;12  USERA;12-05 MOSCARDÓ;AMPARO USERA, CALLE, DE;44;Moto 360;Línea;4;5;SIN HORARIO;-3,7055672150;40,3871690220
439862,6300000000;4471228,1500000000;09/02/2022;12  USERA;12-05 MOSCARDÓ;ESCUELAS, CALLE, DE LAS;8;Moto 360;Batería;4;5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7085562220;40,3894803340
440320,7900000000;4471146,9500000000;15/12/2021;12  USERA;12-05 MOSCARDÓ;JESUS DEL GRAN PODER, CALLE, DE;6;Moto 360;Batería;10;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7031507660;40,3887822420
440596,7300000000;4471280,4200000000;08/05/2009;12  USERA;12-05 MOSCARDÓ;MANZANARES, AVENIDA, DEL;214;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,6999124080;40,3900041320
440521,6800000000;4470987,1900000000;11/03/2022;12  USERA;12-05 MOSCARDÓ;MARCELO USERA, CALLE, DE;18;Moto 360;Batería;5;6;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7007691520;40,3873567810
440340,2400000000;4471609,1200000000;29/11/2022;12  USERA;12-05 MOSCARDÓ;SAN GRACIANO, CALLE, DE;2;Moto 360;Línea;6;7;;-3,7029649560;40,3929467860
439395,7200000000;4470055,2800000000;18/02/2021;12  USERA;12-06 ZOFÍO;CENTENO, CALLE, DEL;14;Moto;Batería;4;4;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7139455770;40,3788805000
439374,7900000000;4470279,0300000000;03/04/2019;12  USERA;12-06 ZOFÍO;SILVIO ABAD, CALLE, DE;38;Moto;Batería;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7142133200;40,3808946190
443789,4000000000;4471539,9600000000;01/12/2022;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ARROYO DEL OLIVAR, CALLE, DEL;19;Moto 360;Batería;12;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6623205900;40,3925635350
443953,6300000000;4471602,2100000000;31/03/2022;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA DE CADI, CALLE, DE LA;4;Moto 360;Batería;4;5;RESERVA MOTOS  DE LUNES A VIERNES DE 8 A 2O H.;-3,6603910400;40,3931355760
446401,1600000000;4470518,8600000000;28/05/2013;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ALBUFERA, AVENIDA, DE LA;321;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6314625160;40,3835375590
444372,8600000000;4471476,4100000000;04/02/2022;13  PUENTE DE VALLECAS;13-06 NUMANCIA;CANTALAPIEDRA, CALLE, DE;2;Moto 360;Batería;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6554406270;40,3920299960
444222,7300000000;4471688,1600000000;04/04/2019;13  PUENTE DE VALLECAS;13-06 NUMANCIA;PICO DE LA MALICIOSA, CALLE, DEL;6;Moto;Batería;5;4,5;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H;-3,6572278550;40,3939278620
443689,0700000000;4472585,6500000000;24/04/2018;13  PUENTE DE VALLECAS;13-06 NUMANCIA;SANTA AMALIA, CALLE, DE;7;Moto;Batería;16;10;Laborables de Lunes  a Viernes  de 8:00 a 20:00 horas;-3,6635950200;40,4019771740
443832,7700000000;4472634,4400000000;06/04/2022;13  PUENTE DE VALLECAS;13-06 NUMANCIA;SANTA MARTA, CALLE, DE;13;Moto 360;Batería;8;9;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6619059980;40,4024267740
445144,3900000000;4473207,2300000000;10/12/2021;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;181;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6464995060;40,4076736350
444086,7700000000;4473143,8900000000;21/04/2022;14  MORATALAZ;14-05 FONTARRÓN;CORREGIDOR ALONSO DE AGUILAR, PLAZA, DEL;S/N;Moto 360;Línea;8;10;;-3,6589577860;40,4070326100
445597,7000000000;4471975,5700000000;01/03/2023;14  MORATALAZ;14-05 FONTARRÓN;TACONA, CALLE, DE LA;5;Moto 360;Línea;18;21;SIN HORARIO;-3,6410521100;40,3966079860
445633,7800000000;4472046,3100000000;18/03/2010;14  MORATALAZ;14-05 FONTARRÓN;TACONA, CALLE, DE LA;37;Moto;Batería;22;21,43;LABORABLES DE 8 A 20 H.;-3,6406329920;40,3972475220
445235,0100000000;4473195,4500000000;11/09/2019;14  MORATALAZ;14-06 VINATEROS;CAMINO DE LOS VINATEROS, CALLE, DEL;109;Moto;Línea;4;4,9;;-3,6454305960;40,4075737680
444919,2200000000;4475964,2300000000;10/05/2022;15  CIUDAD LINEAL;15-01 VENTAS;HERMANOS MACHADO, CALLE, DE LOS;8;Moto 360;Línea;8;9,1;SIN HORARIO;-3,6493918550;40,4324957140
444219,1600000000;4475872,0800000000;02/08/2018;15  CIUDAD LINEAL;15-01 VENTAS;JOSE MARIA FERNANDEZ LANSEROS, CALLE, DE;2;Moto;Línea;8;9;;-3,6576368320;40,4316189160
444634,7100000000;4475678,8600000000;26/02/2019;15  CIUDAD LINEAL;15-01 VENTAS;MATEO GARCIA, CALLE, DE;37;Moto;Línea;8;10;laborables de lunes a viernes de 8 a 20 horas;-3,6527210830;40,4299061740
444833,3800000000;4475865,8300000000;02/11/2022;15  CIUDAD LINEAL;15-01 VENTAS;MAXIMO SAN JUAN, CALLE, DE;Fte 8;Moto 360;Línea;10;12;Laborables de lunes a viernes de 08:00 a 20:00 ;-3,6503952760;40,4316032170
444825,6200000000;4475520,0400000000;29/06/2023;15  CIUDAD LINEAL;15-01 VENTAS;MIGUEL DE UNAMUNO, CALLE, DE;11;Moto 360;Batería;4;5;SIN HORARIO;-3,6504567540;40,4284879310
444389,3800000000;4474801,1000000000;19/04/2023;15  CIUDAD LINEAL;15-01 VENTAS;POETA BLAS DE OTERO, CALLE, DEL;6;Moto 360;Línea;8;9,99;Laborables de lunes a viernes de 8 a 20 h.;-3,6555364260;40,4219825110
444445,0200000000;4474881,5500000000;14/03/2023;15  CIUDAD LINEAL;15-01 VENTAS;POETA BLAS DE OTERO, TRAVESIA, DEL;8;Moto 360;Línea;5;6;Laborables de lunes a viernes de 8 a 20 h.;-3,6548877230;40,4227109120
444175,5400000000;4475381,6100000000;09/09/2022;15  CIUDAD LINEAL;15-01 VENTAS;RICARDO ORTIZ, CALLE, DE;32;Moto 360;Línea;10;12,1;Lunes a viernes de 08:00 a 20:00 ;-3,6581080320;40,4271972290
444175,5400000000;4475381,6100000000;08/09/2022;15  CIUDAD LINEAL;15-01 VENTAS;RICARDO ORTIZ, CALLE, DE;32;Moto 360;Línea;10;12,1;;-3,6581080320;40,4271972290
444097,7500000000;4475530,4300000000;03/12/2019;15  CIUDAD LINEAL;15-01 VENTAS;SAN EMILIO, CALLE, DE;17;Moto;Línea;7;8,1;Laborables de 08:00 a 20:00 ;-3,6590380580;40,4285327360
444705,2200000000;4474578,9100000000;05/06/2018;15  CIUDAD LINEAL;15-01 VENTAS;SAN LAMBERTO, CALLE, DE;7;Moto;Línea;7;8;LABORABLES DE 8 A 20 H.;-3,6517942090;40,4200015090
444908,5900000000;4475679,9000000000;16/12/2022;15  CIUDAD LINEAL;15-01 VENTAS;SOR MARIA DE AGREDA, CALLE, DE;24;Moto 360;Línea;5;6;laborables de lunes a viernes de 8 a 20 h.;-3,6494925230;40,4299331600
445478,9500000000;4476231,0600000000;04/11/2022;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;AMOS DE ESCALANTE, CALLE, DE;3;Moto 360;Línea;5;5,4;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6428160180;40,4349358840
445400,4200000000;4475389,4900000000;11/05/2022;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;ANTONIO PONZ, CALLE, DE;27;Moto 360;Línea;3;4,5;Laborables de lunes a Viernes de 08:00 a 20:00;-3,6436695530;40,4273502090
445646,3600000000;4475397,3600000000;26/05/2023;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;BERASTEGUI, CALLE, DE;47;Moto 360;Línea;6;5;SIN HORARIO;-3,6407710170;40,4274368970
445832,8100000000;4475941,6300000000;20/10/2022;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;ESTEBAN COLLANTES, CALLE, DE;42;Moto 360;Línea;5;6;Laborables de lunes a viernes de 8 a 20 h.;-3,6386195030;40,4323522450
445586,3200000000;4475703,3100000000;16/09/2022;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;GUTIERRE DE CETINA, CALLE, DE;52;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6415049760;40,4301886990
445229,5700000000;4475507,1500000000;09/01/2023;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;LAGO CONSTANZA, CALLE, DEL;83;Moto 360;Línea;5;6;LABORABLES DE LUNES A SÁBADOS DE 8:00 A 20:00 H;-3,6456936990;40,4283987220
445648,9300000000;4475409,1400000000;29/12/2017;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;PEDRO ANTONIO DE ALARCON, CALLE, DE;56;Moto;Línea;7;8,9;LABORABLES DE 8 A 20 HORAS;-3,6407417960;40,4275428370
446992,6500000000;4474034,8400000000;17/12/2015;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;PESCARA, CALLE, DE;4;Moto;Batería;4;5;;-3,6247870420;40,4152488820
445711,4900000000;4476464,9500000000;10/08/2021;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;407;Moto 360;Línea;7;8,8;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6400944110;40,4370586920
445218,6400000000;4476347,1300000000;05/04/2022;15  CIUDAD LINEAL;15-03 QUINTANA;FEDERICO GUTIERREZ, CALLE, DE;22;Moto 360;Línea;8;10;;-3,6458949210;40,4359645720
445290,3100000000;4476374,7200000000;16/09/2022;15  CIUDAD LINEAL;15-03 QUINTANA;HERMANOS DE PABLO, CALLE, DE LOS;16;Moto 360;Línea;4;5;Laborables de lunes a viernes de 8a 20 h.;-3,6450523300;40,4362182780
445587,4500000000;4476595,3700000000;07/06/2022;15  CIUDAD LINEAL;15-03 QUINTANA;SAMBARA, CALLE, DE;140;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8A 20 H.;-3,6415681160;40,4382248900
445472,5900000000;4476523,7000000000;19/09/2022;15  CIUDAD LINEAL;15-03 QUINTANA;SAMBARA, CALLE, DE;141;Moto 360;Línea;4;5;Laborables de lunes a viernes de 8 a 20 h.;-3,6429160570;40,4375723490
444725,7000000000;4476230,9900000000;19/05/2022;15  CIUDAD LINEAL;15-03 QUINTANA;VIRGEN DE LLUC, CALLE, DE LA;42;Moto;Línea;9;11,82;LABORABLES DE 8 A 20 HORAS;-3,6516964060;40,4348860360
444135,1300000000;4476254,6600000000;19/02/2016;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;DONOSTIARRA, AVENIDA;7;Moto;Batería;8;10;;-3,6586611090;40,4350591840
444237,8900000000;4476215,9200000000;09/02/2016;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;DONOSTIARRA, AVENIDA;16;Moto;Línea;12;15;;-3,6574462090;40,4347179300
445025,2700000000;4476498,5900000000;23/03/2023;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;JOSE DEL HIERRO, CALLE, DE;5;Moto 360;Línea;8;10;;-3,6481878990;40,4373166950
444220,8600000000;4475918,4100000000;27/04/2022;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;RAQUEL MELLER, CALLE, DE;2;Moto 360;Línea;8;9,8;Laborables de lunes a viernes de 8 a 20 h. ;-3,6576208460;40,4320364310
444273,7400000000;4476112,9000000000;16/12/2022;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LA ALEGRIA, CALLE, DE LA;19 B;Moto 360;Línea;13;15,9;Laborables de lunes a viernes de 8 a 20 h. ;-3,6570145430;40,4337918590
444215,4100000000;4476361,5200000000;05/04/2023;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LOURDES, CALLE, DE LA;20;Moto 360;Batería;6;7,3;SIN HORARIO;-3,6577240930;40,4360281700
444594,5000000000;4476343,7700000000;26/09/2023;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE NURIA, CALLE, DE LA;5;Moto 360;Línea;12;14,5;Laborables de Lunes a Viermes 08:00 a 20:00 ;-3,6532531320;40,4358932960
444885,4100000000;4476669,0400000000;20/05/2022;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DEL CASTAÑAR, CALLE, DE LA;18;Moto 360;Línea;8;10;;-3,6498515960;40,4388425390
444637,6200000000;4476638,7200000000;05/04/2022;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DEL VAL, CALLE, DE LA;28;Moto 360;Línea;8;10;;-3,6527704720;40,4385528520
444266,0000000000;4477307,5300000000;12/08/2019;15  CIUDAD LINEAL;15-05 SAN PASCUAL;ALBACETE, CALLE, DE;7;Moto;Línea;13;15;LABORABLES DE 8 A 20 HORAS;-3,6572104940;40,4445528080
444267,2800000000;4477092,6400000000;28/12/2022;15  CIUDAD LINEAL;15-05 SAN PASCUAL;ALBACETE, CALLE, DE;S/N;Moto 360;Línea;29;35;LABORABLES DE LUNES A SÁBADOS DE 8 A 20 HORAS;-3,6571765750;40,4426175290
444619,5300000000;4477129,8600000000;12/04/2023;15  CIUDAD LINEAL;15-05 SAN PASCUAL;BADAJOZ, AVENIDA, DE;11;Moto 360;Línea;8;10;SIN HORARIO;-3,6530265270;40,4429763720
444376,6700000000;4477239,3000000000;26/10/2011;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CONDESA DE VENADITO, CALLE, DE LA;1;Moto;Batería;18;17;;-3,6558996240;40,4439458740
444658,0500000000;4477358,7700000000;28/04/2023;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CONDESA DE VENADITO, CALLE, DE LA;9;Moto 360;Línea;21;25;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6525922820;40,4450407960
444509,7500000000;4477262,5400000000;21/04/2023;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CONDESA DE VENADITO, CALLE, DE LA;12;Moto 360;Línea;8;9;laborables de lunes a viernes de 8 a 20 h.;-3,6543324700;40,4441642280
444750,2500000000;4477559,4900000000;05/08/2010;15  CIUDAD LINEAL;15-05 SAN PASCUAL;HERNANDEZ DE TEJADA, CALLE, DE;4;Moto;Línea;12;15;LABORABLES DELUNES A VIERNESDE 8 A 20 HORAS;-3,6515225700;40,4468549530
444344,3100000000;4477305,0000000000;07/09/2023;15  CIUDAD LINEAL;15-05 SAN PASCUAL;MARTINEZ VILLERGAS, CALLE, DE;45;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,6562868860;40,4445359060
444217,4100000000;4476415,2100000000;26/05/2022;15  CIUDAD LINEAL;15-05 SAN PASCUAL;SALVADOR DE MADARIAGA, CALLE, DE;1;Moto 360;Línea;27;32;LAB DE LUNES A VIERNES DE 8A 20 H.;-3,6577051860;40,4365115750
444222,9200000000;4476444,3900000000;26/05/2022;15  CIUDAD LINEAL;15-05 SAN PASCUAL;SALVADOR DE MADARIAGA, CALLE, DE;3;Moto 360;Línea;6;7;LAB DE LUNES A VIERNES DE 8A 20 H.;-3,6576426760;40,4367744480
444545,7500000000;4477132,4900000000;21/04/2023;15  CIUDAD LINEAL;15-05 SAN PASCUAL;TORRELAGUNA, CALLE, DE;46;Moto 360;Línea;4;5,7;SIN HORARIO;-3,6538966780;40,4429953940
444517,1600000000;4477861,6600000000;21/12/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;AGASTIA, CALLE, DE;74;Moto 360;Línea;5;6;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6542975190;40,4495622930
443985,5400000000;4477906,3500000000;06/06/2018;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;EMILIANO BARRAL, CALLE, DE;11;Moto;Línea;5;6;;-3,6605704330;40,4499289290
444465,5400000000;4477653,8000000000;06/04/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;EMILIO VARGAS, CALLE, DE;3;Moto 360;Línea;18;20,1;;-3,6548880100;40,4476862000
444509,7000000000;4477804,5600000000;02/01/2023;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;RAMIREZ DE ARELLANO, CALLE, DE;14;Moto 360;Línea;8;10,1;Laborables de Lunes a Viernes de 8 a 20 h.;-3,6543804840;40,4490468600
444328,4700000000;4477753,7500000000;02/01/2023;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;RAMIREZ DE ARELLANO, CALLE, DE;23;Moto 360;Línea;10;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6565130330;40,4485772070
444170,2200000000;4477603,2500000000;07/11/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;RAMIREZ DE ARELLANO, CALLE, DE;30;Moto 360;Línea;32;40;LABORABLES DELUNES A VIERNESDE 8 A 20 HORAS;-3,6583659210;40,4472106450
444189,4800000000;4477626,5400000000;07/11/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;RAMIREZ DE ARELLANO, CALLE, DE;31;Moto 360;Línea;9;11;LABORABLES DELUNES A VIERNESDE 8 A 20 HORAS;-3,6581408630;40,4474216080
444484,9100000000;4478284,6700000000;19/07/2023;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;SORZANO, CALLE, DE;33;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,6547148050;40,4533703420
444763,1800000000;4477936,4900000000;04/06/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;TORRECILLA DEL PUERTO, CALLE, DE LA;1;Moto 360;Línea;13;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6514029370;40,4502527070
444315,6100000000;4477659,7000000000;19/04/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;TORRELAGUNA, CALLE, DE;64;Moto 360;Batería;10;12;;-3,6566565010;40,4477291720
444336,8800000000;4477582,7600000000;19/04/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;TORRELAGUNA, CALLE, DE;77;Moto 360;Línea;35;41,7;;-3,6563988990;40,4470376120
444336,8800000000;4477582,7600000000;25/05/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;TORRELAGUNA, CALLE, DE;77;Moto 360;Línea;35;41,7;;-3,6563988990;40,4470376120
444227,8200000000;4477824,4500000000;21/12/2022;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;TORRELAGUNA, CALLE, DE;83;Moto 360;Línea;8;10;Laborables de lunes a viernes de 8 a 20 h.;-3,6577061030;40,4492069440
444494,5700000000;4478648,3900000000;08/03/2017;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;ULISES, CALLE, DE;S/N;Moto;Línea;13;15;;-3,6546326420;40,4566474890
