num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S017582;26/04/2023;10:50:00;PQUE. CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;435524.689;4476059.436;N;NULL
2023S017620;28/04/2023;14:05:00;CALL. JUAN IGNACIO LUCA DE TENA, 15;15;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;446593.340;4477667.290;N;NULL
2023S017660;28/04/2023;20:10:00;PASEO. ERMITA DEL SANTO, 72;72;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438426.791;4472339.874;N;NULL
2023S017956;30/04/2023;21:35:00;CALL. EL ESPINAR / CALL. GENERAL RICARDOS;1;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436907.068;4470467.176;N;NULL
2023S018003;01/05/2023;9:10:00;CALL. ALCAÑIZ / CALL. PLAYA DE RIAZOR;2;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450127.205;4480734.919;N;NULL
2023S018006;01/05/2023;13:40:00;AVDA. AMERICA / CALL. CARTAGENA;31;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;442900.062;4476714.947;N;NULL
2023S018026;01/05/2023;18:58:00;AVDA. ENTREVIAS, 54;54;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;443305.343;4470272.084;N;NULL
2023S018026;01/05/2023;18:58:00;AVDA. ENTREVIAS, 54;54;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443305.343;4470272.084;N;NULL
2023S018175;02/05/2023;11:00:00;CALL. PARROCO DON EMILIO FRANCO / TOMAS ESTEBAN;18;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;443455.858;4471445.364;N;NULL
2023S018226;03/05/2023;7:55:00;CALL. ALCALA, 233;233;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443656.195;4475731.829;N;NULL
2023S018263;03/05/2023;17:00:00;CALL. LA GRANJA DE SAN ILDEFONSO, 17;17;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;447258.209;4468731.522;N;NULL
2023S018273;03/05/2023;18:10:00;CALL. PEÑARANDA DE BRACAMONTE / REAL DE ARG;4;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448731.703;4469599.647;N;NULL
2023S018276;03/05/2023;18:30:00;CALL. RIOS ROSAS / MODESTO LA;55;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440985.907;4477024.510;N;NULL
2023S018276;03/05/2023;18:30:00;CALL. RIOS ROSAS / MODESTO LA;55;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440985.907;4477024.510;N;NULL
2023S018285;03/05/2023;19:00:00;PLAZA. MORERAS, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;NULL;NULL;437762.024;4475215.536;N;NULL
2023S018287;03/05/2023;19:26:00;CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA;76;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;443560.457;4471266.480;N;NULL
2023S018287;03/05/2023;19:26:00;CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA;76;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 60 a 64 años;Mujer;2;Ingreso inferior o igual a 24 horas;443560.457;4471266.480;N;NULL
2023S018359;04/05/2023;16:30:00;PASEO. FERNAN NUÑEZ, 14;14;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;442544.103;4473607.092;N;NULL
2023S018399;04/05/2023;21:20:00;CALL. CERRO DEL MONTE / CALL. SUERTES DE LA VILLA;10;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;453444.690;4473126.130;N;NULL
2023S018426;05/05/2023;7:30:00;CALL. PADRE LLANOS / CALL. PADRE LLANOS;2;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;444230.098;4469610.720;N;NULL
2023S018448;05/05/2023;12:15:00;AVDA. BUENOS AIRES / AVDA. PABLO NERUDA;1;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444564.881;4470327.111;N;NULL
2023S018464;05/05/2023;15:15:00;CALL. FERNANDEZ DE LOS RIOS, 38;38;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439937.565;4476290.130;N;NULL
2023S018661;06/05/2023;16:15:00;AVDA. MENENDEZ PELAYO, 71;71;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;1;Atención en urgencias sin posterior ingreso;442606.958;4473621.744;N;NULL
2023S018768;07/05/2023;3:21:00;CALL. TOLEDO / GTA. PIRAMIDES;180;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439401.017;4472566.356;S;NULL
2023S018843;07/05/2023;8:20:00;CALL. ESTRELLA POLAR / CALL. SIRIO;30;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;443691.313;4473586.364;N;NULL
2023S018853;07/05/2023;10:40:00;ENTRADA PARKING CAJA MAGICA;480;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442238.100;4469158.091;N;NULL
2023S018854;07/05/2023;11:10:00;CALL. SOFIA / PETER;54;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449009.073;4475430.133;N;NULL
2023S018857;07/05/2023;11:35:00;CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO, 223;223;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;433591.148;4487446.988;N;NULL
2023S018877;07/05/2023;18:30:00;CALL. SORBE / JUAN PEREZ;14;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;NULL;NULL;439329.140;4471289.557;N;NULL
2023S018882;07/05/2023;20:20:00;CALL. BRAVO MURILLO, 209;209;6;TETUÁN;Alcance;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;440520.714;4478753.192;N;NULL
2023S018920;07/05/2023;22:50:00;GTA. SAN ANTONIO DE LA FLORIDA, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;438474.510;4475276.982;N;NULL
2023S018920;07/05/2023;22:50:00;GTA. SAN ANTONIO DE LA FLORIDA, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;438474.510;4475276.982;N;NULL
2023S018936;08/05/2023;8:40:00;CALL. ARROYO DEL MONTE / CALL. MARIA GOYRI;61;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;438173.205;4482103.877;N;NULL
2023S019014;09/05/2023;1:15:00;CALL. PRECIADOS / CALL. MAESTRO VICTORIA;13;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;440178.028;4474463.026;N;NULL
2023S019090;09/05/2023;18:08:00;CALL. ARROYO DEL MONTE, 5;5;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;437687.000;4482002.750;N;NULL
2023S019183;10/05/2023;18:20:00;CALL. PICO CLAVERO, 14;14;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;443599.222;4472779.528;N;NULL
2023S019309;28/11/2023;8:20:00;CALL. BRAVO MURILLO, 101;101;6;TETUÁN;Alcance;Nublado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440305.081;4477664.121;N;NULL
2023S019310;22/12/2023;16:16:00;CALL. JOAQUIN COSTA, 40;40;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442241.754;4476894.791;N;NULL
2023S019310;22/12/2023;16:16:00;CALL. JOAQUIN COSTA, 40;40;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Mujer;3;Ingreso superior a 24 horas;442241.754;4476894.791;N;NULL
2023S019415;12/05/2023;18:20:00;CALL. FRANCISCO VILLAESPESA, 20;20;15;CIUDAD LINEAL;Alcance;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;NULL;NULL;445450.901;4475617.283;N;NULL
2023S019423;12/05/2023;21:45:00;PLAZA. CANALEJAS, 1;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440583.097;4474241.944;N;NULL
2023S019478;13/05/2023;11:50:00;PQUE. JUAN CARLOS I, 1;1;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;3;Ingreso superior a 24 horas;448043.701;4478924.722;N;NULL
2023S019582;14/05/2023;14:36:00;CALL. GENERAL RICARDOS / MANUEL LAME;171;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;437663.574;4470935.220;N;NULL
2023S019643;15/05/2023;13:00:00;AUTOV. A-6, +00600E;+00600E;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;436643.268;4478306.659;N;NULL
2023S019643;15/05/2023;13:00:00;AUTOV. A-6, +00600E;+00600E;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436643.268;4478306.659;N;NULL
2023S019670;15/05/2023;22:10:00;AVDA. DEMOCRACIA / JESUS DEL PINO;1;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;447027.290;4470300.231;S;NULL
2023S019676;12/05/2023;2:30:00;CALL. SAN BERNARDO / CALL. SILVA;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439909.903;4474676.125;N;NULL
2023S019694;16/05/2023;10:50:00;CALL. CASTIELLO DE JACA / CALL. ISABEL COLBRAND;18;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;3;Ingreso superior a 24 horas;442505.927;4484551.187;N;NULL
2023S019708;16/05/2023;14:00:00;CALL. SAN BERNARDO, 92;92;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;440124.380;4475620.653;N;NULL
2023S019712;16/05/2023;16:27:00;AVDA. CIUDAD DE BARCELONA, 208;208;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442951.994;4472353.202;N;NULL
2023S019744;16/05/2023;19:20:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;178;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442060.643;4484244.103;N;NULL
2023S019744;16/05/2023;19:20:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;178;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442060.643;4484244.103;N;NULL
2023S019831;17/05/2023;20:20:00;CALL. SOR ANGELA DE LA CRUZ / CALL. POETA JOAN MARAGALL;3;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441338.063;4478960.010;N;NULL
2023S019939;19/05/2023;9:25:00;CALL. ALCALA, 200A;200A;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;443680.092;4475735.799;N;NULL
2023S019942;19/05/2023;9:30:00;PLAZA. ALSACIA / CALL. FUENTE CARRANTONA;1;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447202.399;4474254.253;N;NULL
2023S020013;19/05/2023;17:50:00;CALL. GUILLERMO DE OSMA, 27;27;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440795.162;4471693.238;N;NULL
2023S020034;19/05/2023;18:50:00;N:40*26.1135 W: 003* 44.9405;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436037.452;4476256.316;N;NULL
2023S020166;20/05/2023;15:00:00;CALL. CARRANZA / CALL. RUIZ;11;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440306.498;4475630.080;N;1
2023S020168;19/05/2023;20:05:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;40;10;LATINA;Atropello a animal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;434426.988;4472495.224;N;NULL
2023S020168;19/05/2023;20:05:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;40;10;LATINA;Atropello a animal;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;434426.988;4472495.224;N;NULL
2023S020191;20/05/2023;20:45:00;CALL. FERNANDO VI, 17;17;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440959.828;4475169.193;N;NULL
2023S020276;20/05/2023;13:10:00;SAN BLAS - CANILLEJAS;7;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448293.418;4474448.667;N;NULL
2023S020306;21/05/2023;10:35:00;CALLE NECTAR 44;100;20;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;448357.789;4477235.182;N;NULL
2023S020321;21/05/2023;13:00:00;PASEO. CHOPERA / CALL. ENRIQUE TROMPETA;67;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440898.222;4471493.745;N;NULL
2023S020321;21/05/2023;13:00:00;PASEO. CHOPERA / CALL. ENRIQUE TROMPETA;67;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440898.222;4471493.745;N;NULL
2023S020362;21/05/2023;22:40:00;CALL. HERMANOS GARCIA NOBLEJAS, 30;30;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446103.095;4476146.971;N;NULL
2023S020365;21/05/2023;23:05:00;SANTA MARIA CABEZA, 38;38;2;ARGANZUELA;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440914.162;4472859.613;N;NULL
2023S020388;21/05/2023;13:15:00;CALL. SIGUERO / CALL. TORREBELEÑA;2;8;FUENCARRAL-EL PARDO;Caída;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;436737.216;4481159.251;N;NULL
2023S020438;22/05/2023;20:20:00;CALL. NUESTRA SEÑORA DE VALVERDE, 148;148;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441862.606;4483472.869;N;NULL
2023S020450;22/05/2023;22:40:00;AVDA. AMERICA / CALL. CARTAGENA;31;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;NULL;NULL;442899.167;4476713.978;N;NULL
2023S020665;24/05/2023;8:50:00;CALL. ANTONIO GADES / AVDA. CERRO MILANO;1A;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;449070.214;4467665.137;N;NULL
2023S020816;24/05/2023;22:00:00;CALL. SAN BERNARDO, 51;51;1;CENTRO;Choque contra obstáculo fijo;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;439992.033;4475222.496;N;NULL
2023S020913;26/05/2023;1:15:00;CALL. ALCALA, 51;51;1;CENTRO;Alcance;NULL;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441078.786;4474522.447;N;NULL
2023S021036;27/05/2023;4:20:00;AVDA. REYES CATOLICOS / AVDA. MEMORIA;1;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 18 a 20 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;438851.794;4476484.588;N;NULL
2023S021095;27/05/2023;12:25:00;AVDA. PABLO NERUDA, 100A;100A;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;444983.099;4470556.259;N;NULL
2023S021100;27/05/2023;13:00:00;ANILLO VERDE CICLISTA.  PK.47;8;9;MONCLOA-ARAVACA;Otro;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;437121.360;4477130.369;N;NULL
2023S021100;27/05/2023;13:00:00;ANILLO VERDE CICLISTA.  PK.47;8;9;MONCLOA-ARAVACA;Otro;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;437121.360;4477130.369;N;NULL
2023S021127;27/05/2023;20:30:00;CALL. ALCALDE SAINZ DE BARANDA, 67;67;3;RETIRO;Otro;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443239.952;4474224.111;N;NULL
2023S021136;27/05/2023;23:10:00;CALL. SIERRA DEL VALLE, 6;6;13;PUENTE DE VALLECAS;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444096.483;4471310.211;N;NULL
2023S021147;28/05/2023;1:05:00;PASEO. CASTELLANA, 170;170;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441549.545;4479034.370;N;NULL
2023S021183;28/05/2023;11:15:00;PASEO. INFANTA ISABEL, 5;5;3;RETIRO;Caída;Nublado;Bicicleta;Conductor;De 70 a 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;441462.466;4473262.462;N;NULL
2023S021195;28/05/2023;15:10:00;CALL. BRAVO MURILLO, 377;377;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;441465.862;4479656.641;N;NULL
2023S021216;28/05/2023;20:10:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;4;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441605.964;4474631.574;N;NULL
2023S021223;28/05/2023;22:00:00;CALL. GRAN VIA, 74;74;1;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;439776.549;4474930.847;N;NULL
2023S021268;29/05/2023;15:20:00;CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES;12;18;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;448440.240;4469141.688;N;NULL
2023S021367;30/05/2023;20:20:00;CALL. MARTIN MACHIO / PSAJE. DOÑA CARLOTA;15;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;NULL;NULL;443743.782;4477669.770;N;NULL
2023S021402;31/05/2023;15:25:00;GTA. MARQUES DE VADILLO / CALL. ANTONIO DE LEYVA;5;11;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;439241.566;4472122.948;N;NULL
2023S021456;30/05/2023;18:30:00;CALL. VALMOJADO, 95;95;10;LATINA;Atropello a persona;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435658.908;4471824.378;N;NULL
2023S021456;30/05/2023;18:30:00;CALL. VALMOJADO, 95;95;10;LATINA;Atropello a persona;Nublado;Bicicleta;Peatón;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;435658.908;4471824.378;N;NULL
2023S021461;01/06/2023;10:37:00;PASEO. EXTREMADURA, 11;11;10;LATINA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;NULL;NULL;438369.080;4473947.281;N;NULL
2023S021476;31/05/2023;21:00:00;CALL. VIA LUSITANA, 5;5;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438516.041;4470321.854;N;NULL
2023S021480;01/06/2023;14:10:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;2;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;441292.505;4473402.196;N;NULL
2023S021522;01/06/2023;14:20:00;CALL. ORENSE, 33;33;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441064.905;4478261.195;N;NULL
2023S021557;01/06/2023;21:30:00;CTRA. VILLAVERDE A VALLECAS, 230;230;18;VILLA DE VALLECAS;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444377.731;4468740.333;S;NULL
2023S021568;02/06/2023;1:38:00;CALL. SEGOVIA, 33;33;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439275.545;4473944.031;N;NULL
2023S021580;02/06/2023;6:30:00;CALL. ARENAL / CALL. DONADOS;26;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439895.363;4474374.633;N;NULL
2023S021588;02/06/2023;9:35:00;CALL. MENDEZ ALVARO / CALL. RETAMA;88;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;442544.997;4471616.698;N;NULL
2023S021593;01/06/2023;13:45:00;PQUE. CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 70 a 74 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;436233.476;4476100.743;N;NULL
2023S021634;02/06/2023;19:15:00;AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO;81;3;RETIRO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442731.402;4472491.943;S;NULL
2023S021638;02/06/2023;20:10:00;AVDA. MEMORIA / CALL. OBISPO TREJO;3;9;MONCLOA-ARAVACA;Alcance;NULL;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;438392.790;4476789.845;N;NULL
2023S022008;04/06/2023;11:40:00;PASEO. CASTELLANA, 249;249;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441704.460;4480536.472;N;NULL
2023S022053;05/06/2023;8:30:00;CALL. ANTONIO MACHADO, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;NULL;NULL;439024.489;4479140.987;N;NULL
